UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Barack Obama,@BarackObama,2007-05-07T15:52:28.000Z,"Barack Obama
@BarackObama
·
May 7, 2007","At the Detroit Economic Club – Talking about the need to reduce our dependence on foreign oil.
22
29
105",,22,29,105,[],https://twitter.com/BarackObama/status/53427172
Barack Obama,@BarackObama,2007-05-08T21:01:32.000Z,"Barack Obama
@BarackObama
·
May 8, 2007","Thinking we can cut oil consumption by 2.5 million barrels of oil per day and take 50 million cars’ worth of pollution off the road by 2020
27
14
36",,27,14,36,[],https://twitter.com/BarackObama/status/55928192
Barack Obama,@BarackObama,2007-05-11T01:15:18.000Z,"Barack Obama
@BarackObama
·
May 10, 2007","In Indianola, Iowa and heading to Des Moines
25
19
73",,25,19,73,[],https://twitter.com/BarackObama/status/59358952
Barack Obama,@BarackObama,2007-05-16T19:47:37.000Z,"Barack Obama
@BarackObama
·
May 16, 2007","Thinking the President’s word is not the last word on Iraq.
10
24
32",,10,24,32,[],https://twitter.com/BarackObama/status/66208452
Barack Obama,@BarackObama,2007-05-14T17:25:24.000Z,"Barack Obama
@BarackObama
·
May 14, 2007","In Trenton, NJ at AFL-CIO Town Hall Meeting
89
60
179",,89,60,179,[],https://twitter.com/BarackObama/status/63909652
Barack Obama,@BarackObama,2007-05-19T17:57:28.000Z,"Barack Obama
@BarackObama
·
May 19, 2007","Speaking at Southern New Hampshire University Commencement
30
50
46",,30,50,46,[],https://twitter.com/BarackObama/status/70349392
Barack Obama,@BarackObama,2007-05-25T01:05:27.000Z,"Barack Obama
@BarackObama
·
May 24, 2007","In DC voting No...  ""We should not give the President a blank check to continue down this same, disastrous path.”
6
30
29",,6,30,29,[],https://twitter.com/BarackObama/status/77263482
Barack Obama,@BarackObama,2007-05-31T20:46:37.000Z,"Barack Obama
@BarackObama
·
May 31, 2007","Looking forward to watching Michelle's interview on NBC nightly news tonight.
14
13
45",,14,13,45,[],https://twitter.com/BarackObama/status/85862772
Barack Obama,@BarackObama,2007-05-29T15:32:16.000Z,"Barack Obama
@BarackObama
·
May 29, 2007","At the University of Iowa envisioning affordable universal healthcare by end of first term.
53
248
349",,53,248,349,[],https://twitter.com/BarackObama/status/82737212
Barack Obama,@BarackObama,2007-06-03T19:49:52.000Z,"Barack Obama
@BarackObama
·
Jun 3, 2007","Heading to Democratic presidential debate at St. Anselm College in New Hampshire.  Debate starts at 7pm EST and will air live on CNN.
16
11
24",,16,11,24,[],https://twitter.com/BarackObama/status/89585682
Barack Obama,@BarackObama,2007-06-08T23:58:23.000Z,"Barack Obama
@BarackObama
·
Jun 8, 2007","Preparing for our big ""Walk for Change"" national canvass - Heading to Dubuque, Iowa for tomorrow's walk.
13
5
27",,13,5,27,[],https://twitter.com/BarackObama/status/96637982
Barack Obama,@BarackObama,2007-06-16T00:56:49.000Z,"Barack Obama
@BarackObama
·
Jun 15, 2007","Traveling to Jackson, Mississippi - excited after rallying with over 3500 supporters in Greenville, South Carolina.
14
5
18",,14,5,18,[],https://twitter.com/BarackObama/status/106484782
Barack Obama,@BarackObama,2007-06-14T01:44:34.000Z,"Barack Obama
@BarackObama
·
Jun 13, 2007","Being featured on YouTube ""Candidate Spotlight"" asking how can we make this country better?
21
15
22",,21,15,22,[],https://twitter.com/BarackObama/status/103634902
Barack Obama,@BarackObama,2007-06-20T01:53:08.000Z,"Barack Obama
@BarackObama
·
Jun 19, 2007","Launching Obama Mobile text messaging; text 'GO' to OBAMA (62262) to get a free bumper sticker.
54
600
811",,54,600,811,[],https://twitter.com/BarackObama/status/112224892
Barack Obama,@BarackObama,2007-06-26T20:46:47.000Z,"Barack Obama
@BarackObama
·
Jun 26, 2007","In DC: Asking you to share what inspires you on the front page of www.barackobama.com
12
22
26",,12,22,26,[],https://twitter.com/BarackObama/status/121928412
Barack Obama,@BarackObama,2007-06-28T23:49:22.000Z,"Barack Obama
@BarackObama
·
Jun 28, 2007","In DC heading to Howard University for the presidential debate @ 9pm EDT on PBS stations. Txt your thoughts on the debate to OBAMA (62262)
10
10
12",,10,10,12,[],https://twitter.com/BarackObama/status/125365592
Barack Obama,@BarackObama,2007-07-09T18:57:25.000Z,"Barack Obama
@BarackObama
·
Jul 9, 2007","Heading to Alabama for the Birmingham kick-off rally.
32
25
33",,32,25,33,[],https://twitter.com/BarackObama/status/141791322
Barack Obama,@BarackObama,2007-07-16T19:53:04.000Z,"Barack Obama
@BarackObama
·
Jul 16, 2007","In Chicago, walking picket line with hotel workers at the Congress Hotel. For more info visit http://www.congresshotelstrike.info
3
1
11",,3,1,11,[],https://twitter.com/BarackObama/status/152903462
Barack Obama,@BarackObama,2007-07-19T21:00:13.000Z,"Barack Obama
@BarackObama
·
Jul 19, 2007","Enjoying an ice cream social with residents of Sunapee, New Hampshire.
14
31
113",,14,31,113,[],https://twitter.com/BarackObama/status/158199002
Barack Obama,@BarackObama,2007-07-26T19:43:39.000Z,"Barack Obama
@BarackObama
·
Jul 26, 2007","Addressing the College Democrats of America at their national convention in Columbia, SC.
7
16
10",,7,16,10,[],https://twitter.com/BarackObama/status/170096102
Barack Obama,@BarackObama,2007-08-07T20:30:54.000Z,"Barack Obama
@BarackObama
·
Aug 7, 2007","In Chicago - heading to the AFL-CIO Presidential Forum.  It is on MSNBC tonight live at 7pm EDT, moderated by Keith Olbermann.
10
18
60",,10,18,60,[],https://twitter.com/BarackObama/status/192555492
Barack Obama,@BarackObama,2007-08-16T16:53:43.000Z,"Barack Obama
@BarackObama
·
Aug 16, 2007","In Iowa this week and heading to the Iowa State Fair later this afternoon- Visit http://iowa.barackobama.com/roadtochange for full schedule.
76
32
30",,76,32,30,[],https://twitter.com/BarackObama/status/209493312
Barack Obama,@BarackObama,2007-08-17T20:03:56.000Z,"Barack Obama
@BarackObama
·
Aug 17, 2007","In Tama, IA for a Rural Policy Summit @ South Tama County High School.  Heading to Cedar Rapids and Waverly tomorrow.
23
5
32",,23,5,32,[],https://twitter.com/BarackObama/status/211537812
Barack Obama,@BarackObama,2007-08-22T19:45:01.000Z,"Barack Obama
@BarackObama
·
Aug 22, 2007","In New York - heading to The Daily Show with Jon Stewart.  Be sure to watch it on Comedy Central tonight.
7
3
17",,7,3,17,[],https://twitter.com/BarackObama/status/220886672
Barack Obama,@BarackObama,2007-08-29T20:43:11.000Z,"Barack Obama
@BarackObama
·
Aug 29, 2007","Thinking on this 2nd anniversary of Katrina that New Orleans should become an example of what America can do when we come together.
6
14",,,6,14,[],https://twitter.com/BarackObama/status/235503102
Barack Obama,@BarackObama,2007-09-05T21:52:06.000Z,"Barack Obama
@BarackObama
·
Sep 5, 2007","Speaking at town halls in Sac City and Storm Lake, Iowa today. Heading to Nevada tomorrow.
7
8
9",,7,8,9,[],https://twitter.com/BarackObama/status/249809452
Barack Obama,@BarackObama,2007-09-12T00:52:40.000Z,"Barack Obama
@BarackObama
·
Sep 11, 2007","Giving a major Iraq policy speech tomorrow in Iowa and will also be live on the Today Show tomorrow morning at 7:00am.
11
6
11",,11,6,11,[],https://twitter.com/BarackObama/status/262432362
Barack Obama,@BarackObama,2007-09-18T14:34:52.000Z,"Barack Obama
@BarackObama
·
Sep 18, 2007","In Washington DC, talking about reforming America’s tax code so that it works for the middle class. Visit www.barackobama.com for details.
17
3
19",,17,3,19,[],https://twitter.com/BarackObama/status/276831892
Barack Obama,@BarackObama,2007-09-21T02:34:47.000Z,"Barack Obama
@BarackObama
·
Sep 20, 2007","In Atlanta: had a great event with Usher and Dominique Wilkins. Fired Up!
2
5
14",,2,5,14,[],https://twitter.com/BarackObama/status/282953412
Barack Obama,@BarackObama,2007-09-27T00:42:15.000Z,"Barack Obama
@BarackObama
·
Sep 26, 2007","At Dartmouth College at the DNC debate.  It airs live from 9-11pm ET on MSNBC  text your thoughts on the debate to 62262.
22
29
7",,22,29,7,[],https://twitter.com/BarackObama/status/295555602
Barack Obama,@BarackObama,2007-09-27T22:01:22.000Z,"Barack Obama
@BarackObama
·
Sep 27, 2007","At rally in Washington Square Park, NYC  - Watch full event live now at http://www.barackobama.com/nyc
32
2
10",,32,2,10,[],https://twitter.com/BarackObama/status/297529302
Barack Obama,@BarackObama,2007-10-08T21:08:41.000Z,"Barack Obama
@BarackObama
·
Oct 8, 2007","In Portsmouth, NH -just announced a visionary plan to make America a global leader on energy. For details visit www.barackobama.com/speeches
5
10",,5,,10,[],https://twitter.com/BarackObama/status/321156922
Barack Obama,@BarackObama,2007-10-17T22:04:27.000Z,"Barack Obama
@BarackObama
·
Oct 17, 2007","In Los Angeles, CA.  Going to be on NBC's Tonight Show with Jay Leno tonight. Check local listings for exact time.
5
3
9",,5,3,9,[],https://twitter.com/BarackObama/status/343509982
Barack Obama,@BarackObama,2007-10-18T21:03:32.000Z,"Barack Obama
@BarackObama
·
Oct 18, 2007","In Nevada today and excited to be on the Tavis Smiley Show tonight on PBS. Check your listings for what time it airs locally.
12
4
15",,12,4,15,[],https://twitter.com/BarackObama/status/346029382
Barack Obama,@BarackObama,2007-10-23T19:17:00.000Z,"Barack Obama
@BarackObama
·
Oct 23, 2007","In Boston with Governor Deval Patrick for a rally starting at 5:30PM at Parkman Bandstand on Boston Common  http://my.barackobama.com/bos
37
29
24",,37,29,24,[],https://twitter.com/BarackObama/status/358041612
Barack Obama,@BarackObama,2007-10-29T15:02:49.000Z,"Barack Obama
@BarackObama
·
Oct 29, 2007","In Cedar Rapids, IA at Coe College for the MySpace MTV Presidential Dialogue. It will stream live at 1:30pm ET www.myspace.com/election2008
1
3
10",,1,3,10,[],https://twitter.com/BarackObama/status/372864392
Barack Obama,@BarackObama,2007-11-08T02:50:36.000Z,"Barack Obama
@BarackObama
·
Nov 7, 2007","In Iowa this week.  Just announced plan today to ""Reclaim the American Dream""  Learn more about the plan at http://my.barackobama.com/dream
12
10
14",,12,10,14,[],https://twitter.com/BarackObama/status/396941082
Barack Obama,@BarackObama,2007-11-14T22:42:43.000Z,"Barack Obama
@BarackObama
·
Nov 14, 2007","At Google's Town Hall in Mountain View,CA  Speaking about the need for network neutrality!
6
14
32",,6,14,32,[],https://twitter.com/BarackObama/status/415162962
Barack Obama,@BarackObama,2007-11-15T23:00:26.000Z,"Barack Obama
@BarackObama
·
Nov 15, 2007","In Las Vegas, NV for the presidential debate. It will be broadcast live tonight at 8pm ET on CNN.  Txt your thoughts throughout to 62262.
41
30
30",,41,30,30,[],https://twitter.com/BarackObama/status/417913262
Barack Obama,@BarackObama,2007-11-27T16:04:07.000Z,"Barack Obama
@BarackObama
·
Nov 27, 2007","In Portsmouth, NH holding a foreign policy forum.  Watch it live stream at http://my.barackobama.com/page/content/fpforum
6
1
5",,6,1,5,[],https://twitter.com/BarackObama/status/448528472
Barack Obama,@BarackObama,2007-12-04T17:41:05.000Z,"Barack Obama
@BarackObama
·
Dec 4, 2007","In Iowa and heading to today's NPR/Iowa Public Radio Presidential Debate. Watch it live at 2pm ET by visiting http://www.npr.org
6
2
11",,6,2,11,[],https://twitter.com/BarackObama/status/469126222
Barack Obama,@BarackObama,2007-12-01T19:45:58.000Z,"Barack Obama
@BarackObama
·
Dec 1, 2007","In Iowa at two presidential forums today: The Heartland Forum at 3:30pm ET on C-SPAN & The Brown & Black Forum at 8pm ET on HDNet.
9
6
11",,9,6,11,[],https://twitter.com/BarackObama/status/461041512
Barack Obama,@BarackObama,2007-12-09T17:49:05.000Z,"Barack Obama
@BarackObama
·
Dec 9, 2007","In Columbia, SC with Oprah - watch the webcast live now at http://my.barackobama.com/page/content/oprahwebcast
12
9
10",,12,9,10,[],https://twitter.com/BarackObama/status/484078152
Barack Obama,@BarackObama,2007-12-07T22:35:28.000Z,"Barack Obama
@BarackObama
·
Dec 7, 2007","In Chicago, heading to Change Rocks Concert with Macy Gray, Jeff Tweedy, Stephan Jenkins & Jill Sobule http://my.barackobama.com/gochicago
4
1
10",,4,1,10,[],https://twitter.com/BarackObama/status/479580172
Barack Obama,@BarackObama,2007-12-13T17:44:08.000Z,"Barack Obama
@BarackObama
·
Dec 13, 2007","In Iowa and heading to DSM Register debate, the last one before the Iowa Caucuses. Watch at 2pm ET on CNN, C-SPAN3 & http://www.iptv.org.
8
5
4",,8,5,4,[],https://twitter.com/BarackObama/status/497832212
Barack Obama,@BarackObama,2007-12-18T00:45:58.000Z,"Barack Obama
@BarackObama
·
Dec 17, 2007","In Iowa - campaigning in Spencer, Storm Lake, Cherokee, Le Mars, and Sioux City.  More info at http://iowa.barackobama.com
7
5
6",,7,5,6,[],https://twitter.com/BarackObama/status/509301172
Barack Obama,@BarackObama,2007-12-19T18:29:55.000Z,"Barack Obama
@BarackObama
·
Dec 19, 2007","In New Hampshire - meeting people at 5pm at the Radisson Manchester & 7pm at Elm Street Middle School in Nashua. http://nh.barackobama.com
2
2
5",,2,2,5,[],https://twitter.com/BarackObama/status/515167272
Barack Obama,@BarackObama,2007-12-16T20:09:06.000Z,"Barack Obama
@BarackObama
·
Dec 16, 2007","In Iowa  - travelling to Algona, Emmetsburg, Estherville, and Spirit Lake.  More info at http://iowa.barackobama.com
4
3
7",,4,3,7,[],https://twitter.com/BarackObama/status/506668022
Barack Obama,@BarackObama,2007-12-20T20:06:52.000Z,"Barack Obama
@BarackObama
·
Dec 20, 2007","In New Hampshire -holding events at 5pm at the Frank Jones Center in Portsmouth and 7pm at the American Legion Post No. 7 in Rochester.
12
4
21",,12,4,21,[],https://twitter.com/BarackObama/status/518843182
Barack Obama,@BarackObama,2007-12-27T00:20:41.000Z,"Barack Obama
@BarackObama
·
Dec 26, 2007","In Iowa this week.  Campaigning today in Mason City, Webster City, Fort Dodge, and Carroll.  More info at http://iowa.barackobama.com
12
3
7",,12,3,7,[],https://twitter.com/BarackObama/status/536277242
Barack Obama,@BarackObama,2008-01-03T23:44:30.000Z,"Barack Obama
@BarackObama
·
Jan 3, 2008","is Fired Up!.. And Ready to Go!
5
61
170",,5,61,170,[],https://twitter.com/BarackObama/status/560004652
Barack Obama,@BarackObama,2007-12-30T04:58:02.000Z,"Barack Obama
@BarackObama
·
Dec 29, 2007","Will be on NBC's Meet the Press tomorrow live from Des Moines, IA.  To find your local air times visit: http://www.msnbc.msn.com/id/3080248/
10
1
8",,10,1,8,[],https://twitter.com/BarackObama/status/545563542
Barack Obama,@BarackObama,2008-01-06T00:04:32.000Z,"Barack Obama
@BarackObama
·
Jan 5, 2008","In Manchester, NH - heading to the ABC Facebook Debate. Watch it live on your ABC station at 9pm ET. Text your thoughts to 62262 after.
7
1
4",,7,1,4,[],https://twitter.com/BarackObama/status/566675722
Barack Obama,@BarackObama,2008-01-10T17:17:37.000Z,"Barack Obama
@BarackObama
·
Jan 10, 2008","In Charleston, SC at a ""Rally for Change"" event at the College of Charleston. Yes, we can!
4
5
47",,4,5,47,[],https://twitter.com/BarackObama/status/584310612
Barack Obama,@BarackObama,2008-01-16T00:04:10.000Z,"Barack Obama
@BarackObama
·
Jan 15, 2008","In Las Vegas, heading to Nevada Democratic Party/MSNBC Debate. Watch it live at 9pm ET on MSNBC.  Text your thoughts to 62262 after.
10
6
3",,10,6,3,[],https://twitter.com/BarackObama/status/603356882
Barack Obama,@BarackObama,2008-01-14T02:39:45.000Z,"Barack Obama
@BarackObama
·
Jan 13, 2008","In Pahrump, NV at a Stand for Change Rally.  Heading to Reno, Fallon & Carson City tomorrow. For info visit http://nevada.barackobama.com
4
9
5",,4,9,5,[],https://twitter.com/BarackObama/status/595984802
Barack Obama,@BarackObama,2008-01-19T16:23:50.000Z,"Barack Obama
@BarackObama
·
Jan 19, 2008","In Las Vegas, Nevada.  Fired Up & Ready to Go!
1
10
11",,1,10,11,[],https://twitter.com/BarackObama/status/617583502
Barack Obama,@BarackObama,2008-01-23T23:31:54.000Z,"Barack Obama
@BarackObama
·
Jan 23, 2008","Meeting folks in South Carolina today. Excited to have received Columbia's The State, Rock Hill Herald  & Greenville News endorsements.
27
7
7",,27,7,7,[],https://twitter.com/BarackObama/status/634197232
Barack Obama,@BarackObama,2008-01-22T23:28:59.000Z,"Barack Obama
@BarackObama
·
Jan 22, 2008","At ""Stand for Change"" events across South Carolina this week. Visit http://sc.barackobama.com for more info.
20
1
7",,20,1,7,[],https://twitter.com/BarackObama/status/629910042
Barack Obama,@BarackObama,2008-01-21T23:25:16.000Z,"Barack Obama
@BarackObama
·
Jan 21, 2008","In Myrtle Beach heading to tonight's debate at 8pm on CNN. Please visit http://barackobama.com to watch my speech from Dr. King's church.
8
11
15",,8,11,15,[],https://twitter.com/BarackObama/status/625659282
Barack Obama,@BarackObama,2008-01-25T03:09:22.000Z,"Barack Obama
@BarackObama
·
Jan 24, 2008","In North Charleston,SC at a ""Stand for Change"" rally.  Watch Letterman's Top 10 tonight. The Late Show is on CBS at 11:35pm ET/PT.
11
2
9",,11,2,9,[],https://twitter.com/BarackObama/status/638640682
Barack Obama,@BarackObama,2008-01-31T23:31:53.000Z,"Barack Obama
@BarackObama
·
Jan 31, 2008","In California, heading to the last debate before Super Tuesday. Watch it tonight at 8pm ET/5pm PT on CNN. Text your thoughts to 62262 after.
4
3
4",,4,3,4,[],https://twitter.com/BarackObama/status/664157292
Barack Obama,@BarackObama,2008-01-29T04:01:20.000Z,"Barack Obama
@BarackObama
·
Jan 28, 2008","In Washington, DC at the State of the Union.  To watch my response visit http://youtube.com/barackobama
213
136
262",,213,136,262,[],https://twitter.com/BarackObama/status/653512022
Barack Obama,@BarackObama,2008-02-05T20:15:04.000Z,"Barack Obama
@BarackObama
·
Feb 5, 2008","Yes We Can! Please tell all your friends in the Feb 5th States to vote today.  To find polling info visit: http://my.barackobama.com/polling
9
5
9",,9,5,9,[],https://twitter.com/BarackObama/status/681105812
Barack Obama,@BarackObama,2008-02-04T15:54:25.000Z,"Barack Obama
@BarackObama
·
Feb 4, 2008","In Hartford, CT, East Rutherford, NJ, and Boston, MA at Stand for Change Rallies.  For info visit http://barackobama.com.
9
20
17",,9,20,17,[],https://twitter.com/BarackObama/status/676670602
Barack Obama,@BarackObama,2008-02-12T23:03:32.000Z,"Barack Obama
@BarackObama
·
Feb 12, 2008","Encouraging everyone in DC, MD and VA to vote today. Heading to Madison, WI for a Rally for Change event at the Kohl Center (6:15pm tonight)
23
73
19",,23,73,19,[],https://twitter.com/BarackObama/status/705222042
Barack Obama,@BarackObama,2008-02-10T03:33:26.000Z,"Barack Obama
@BarackObama
·
Feb 9, 2008","in Virginia, speaking at VA Democratic Party Jefferson-Jackson Dinner. Watch his speech live on CNN.
8
2
4",,8,2,4,[],https://twitter.com/BarackObama/status/695142052
Barack Obama,@BarackObama,2008-02-21T23:41:01.000Z,"Barack Obama
@BarackObama
·
Feb 21, 2008","Excited to learn about winning the Dems Abroad primary today. Getting ready for the Texas debate.  It will be live tonight at 8pm ET on CNN.
6",,,,6,[],https://twitter.com/BarackObama/status/741427672
Barack Obama,@BarackObama,2008-02-19T18:21:20.000Z,"Barack Obama
@BarackObama
·
Feb 19, 2008","Is encouraging everyone to tell friends in Wisconsin to vote until 8pm tonight. And tell friends in Hawaii to get to their caucus by 6:30pm!
3
7",,,3,7,[],https://twitter.com/BarackObama/status/731617452
Barack Obama,@BarackObama,2008-02-26T22:10:14.000Z,"Barack Obama
@BarackObama
·
Feb 26, 2008","Heading to Cleveland State University for tonight's debate.  Watch it live at 9pm ET on MSNBC or streamed at http://cleveland.com.
1
11",,,1,11,[],https://twitter.com/BarackObama/status/762528142
Barack Obama,@BarackObama,2008-03-01T22:00:22.000Z,"Barack Obama
@BarackObama
·
Mar 1, 2008","Just left a rally in Providence, RI & heading to Parma, OH for a Town Hall. Remind all your friends in OH, RI, TX & VT to vote this Tuesday.
4
1
5",,4,1,5,[],https://twitter.com/BarackObama/status/765466611
Barack Obama,@BarackObama,2008-03-04T17:30:55.000Z,"Barack Obama
@BarackObama
·
Mar 4, 2008","In Texas getting out the vote! Tell friends in Ohio, Rhode Island, Texas & Vermont to vote today. More info at: http://barackobama.com
14
6
52",,14,6,52,[],https://twitter.com/BarackObama/status/766633421
Barack Obama,@BarackObama,2008-03-07T19:25:44.000Z,"Barack Obama
@BarackObama
·
Mar 7, 2008","In Casper, WY at a town hall meeting & heading to Laramie. Remind all your friends in Wyoming to caucus tomorrow. http://WY.BarackObama.com
3
18",,,3,18,[],https://twitter.com/BarackObama/status/768180498
Barack Obama,@BarackObama,2008-03-06T19:59:37.000Z,"Barack Obama
@BarackObama
·
Mar 6, 2008","In Chicago, hoping you will help Bill Foster win Cong. Dist. 14 in this Saturday's Special Election. Visit: http://my.barackobama.com/foster
1
8",,,1,8,[],https://twitter.com/BarackObama/status/767697363
Barack Obama,@BarackObama,2008-03-10T17:46:00.000Z,"Barack Obama
@BarackObama
·
Mar 10, 2008","In Columbus,MS & wondering how somebody who's in second place is offering the vice presidency to the person who's in first place. Vote Tues!
2
96",,,2,96,[],https://twitter.com/BarackObama/status/769420558
Barack Obama,@BarackObama,2008-03-12T00:21:40.000Z,"Barack Obama
@BarackObama
·
Mar 11, 2008","Energized by the news of winning Mississippi. We've won the most states, the most votes and the most delegates.
3
22",,,3,22,[],https://twitter.com/BarackObama/status/770108781
Barack Obama,@BarackObama,2008-03-12T22:47:45.000Z,"Barack Obama
@BarackObama
·
Mar 12, 2008","Launching ""Artists for Obama"" items in Store.BarackObama.com with a limited Shepard Fairey print. Direct link: http://tinyurl.com/297j99
2
13",,2,,13,[],https://twitter.com/BarackObama/status/770612288
Barack Obama,@BarackObama,2008-03-12T17:38:13.000Z,"Barack Obama
@BarackObama
·
Mar 12, 2008","Grateful to be with distinguished generals & admirals. Between them, they've served 9 Commanders-in-Chief. Honored to draw on their counsel.
8",,,,8,[],https://twitter.com/BarackObama/status/770486854
Barack Obama,@BarackObama,2008-03-11T18:58:08.000Z,"Barack Obama
@BarackObama
·
Mar 11, 2008","Learning about alternative energy in Fairless Hills, PA and encouraging everyone to vote in today's Mississippi Democratic Primary.
16
2
11",,16,2,11,[],https://twitter.com/BarackObama/status/769979959
Barack Obama,@BarackObama,2008-03-09T00:28:55.000Z,"Barack Obama
@BarackObama
·
Mar 8, 2008","Excited by winning the Wyoming Caucus and looking forward to Mississippi's Democratic Primary on Tuesday. Visit http://MS.BarackObama.com.
39
34
36",,39,34,36,[],https://twitter.com/BarackObama/status/768682337
Barack Obama,@BarackObama,2008-03-13T21:26:38.000Z,"Barack Obama
@BarackObama
·
Mar 13, 2008","Joining Chris Dodd, Chair of Senate Banking Committee, to address the housing crisis that is affecting millions of American families.
21
42
17",,21,42,17,[],https://twitter.com/BarackObama/status/771123691
Barack Obama,@BarackObama,2008-03-19T22:49:36.000Z,"Barack Obama
@BarackObama
·
Mar 19, 2008","In Fayetteville, NC on the 5th Anniv. of the Iraq War, stating, ""I will set a new goal on Day One: I will end this war.""
29
169
230",,29,169,230,[],https://twitter.com/BarackObama/status/774143311
Barack Obama,@BarackObama,2008-03-20T21:22:47.000Z,"Barack Obama
@BarackObama
·
Mar 20, 2008","After 5 years, it's time to bring our soldiers home. Watch my discussion with eight Iraq veterans tonight at 6pm ET/PT on all MTV stations.
6
12",,,6,12,[],https://twitter.com/BarackObama/status/774636879
Barack Obama,@BarackObama,2008-03-21T14:12:19.000Z,"Barack Obama
@BarackObama
·
Mar 21, 2008","Visiting Portland, Salem and Eugene, Oregon today. Honored to have Governor Bill Richardson's endorsement.
2
22",,,2,22,[],https://twitter.com/BarackObama/status/774962154
Barack Obama,@BarackObama,2008-03-20T16:06:32.000Z,"Barack Obama
@BarackObama
·
Mar 20, 2008","In Charleston, WV talking about how we need to end the war in Iraq & invest here at home. Learn more: http://my.barackobama.com/iraqburden
1
7",,1,,7,[],https://twitter.com/BarackObama/status/774494946
Barack Obama,@BarackObama,2008-03-26T17:04:13.000Z,"Barack Obama
@BarackObama
·
Mar 26, 2008","Holding a town hall meeting at the War Memorial Auditorium in Greensboro, NC.
2
1
7",,2,1,7,[],https://twitter.com/BarackObama/status/777479601
Barack Obama,@BarackObama,2008-03-27T16:10:41.000Z,"Barack Obama
@BarackObama
·
Mar 27, 2008","Just spoke at Cooper Union in NYC, called for immediate relief for the housing crisis & an additional $30 billion to jumpstart the economy.
15
4
58",,15,4,58,[],https://twitter.com/BarackObama/status/778059390
Barack Obama,@BarackObama,2008-03-30T19:46:36.000Z,"Barack Obama
@BarackObama
·
Mar 30, 2008","Holding a rally at Penn State University and a Town Hall in Harrisburg, PA today Learn more at http://PA.BarackObama.com.
1
1
11",,1,1,11,[],https://twitter.com/BarackObama/status/779765991
Barack Obama,@BarackObama,2008-03-31T20:05:40.000Z,"Barack Obama
@BarackObama
·
Mar 31, 2008","Reminding everyone to donate by midnight tonight and you could be chosen to dine with me and a few supporters. http://barackobama.com/dine.
2
2
13",,2,2,13,[],https://twitter.com/BarackObama/status/780380987
Barack Obama,@BarackObama,2008-04-02T20:36:14.000Z,"Barack Obama
@BarackObama
·
Apr 2, 2008","At West Chester University of Pennsylvania, will be appearing live on MSNBC at 5PM ET today for the Chris Matthews Hardball College Tour.
56
13
23",,56,13,23,[],https://twitter.com/BarackObama/status/781710186
Barack Obama,@BarackObama,2008-04-04T16:29:30.000Z,"Barack Obama
@BarackObama
·
Apr 4, 2008","In Indiana on the 40th anniv. of Dr. King's assassination. Asking everyone to continue his lifelong pursuit of social & economic justice.
14",,,,14,[],https://twitter.com/BarackObama/status/782913216
Barack Obama,@BarackObama,2008-04-03T17:48:01.000Z,"Barack Obama
@BarackObama
·
Apr 3, 2008","Troubled by today's unemployment figures, the latest indicator of how badly America needs fundamental change from Bush-McCain policies.
16
6
12",,16,6,12,[],https://twitter.com/BarackObama/status/782290311
Barack Obama,@BarackObama,2008-04-11T16:00:39.000Z,"Barack Obama
@BarackObama
·
Apr 11, 2008","Campaigning in Indiana today. Going from Indianapolis to Columbus and on to Terre Haute. For more info visit http://IN.BarackObama.com.
13
2
5",,13,2,5,[],https://twitter.com/BarackObama/status/787267608
Barack Obama,@BarackObama,2008-04-08T21:15:14.000Z,"Barack Obama
@BarackObama
·
Apr 8, 2008","Talked with Communications Workers of America about getting America back to work. Watch my full speech at: http://tinyurl.com/5mmlrv
23
40
28",,23,40,28,[],https://twitter.com/BarackObama/status/785333287
Barack Obama,@BarackObama,2008-04-16T22:17:51.000Z,"Barack Obama
@BarackObama
·
Apr 16, 2008","In Philadelphia, PA. Debating tonight on ABC. Watch the debate at 8pm ET/PT and 7pm CT/MT. Text your thoughts to 62262 after.
7
9",,7,,9,[],https://twitter.com/BarackObama/status/790660257
Barack Obama,@BarackObama,2008-04-15T14:47:04.000Z,"Barack Obama
@BarackObama
·
Apr 15, 2008","At the Building Trades National Legislative Conference, stating that we need to strengthen the long-term competitiveness of our economy.
8",,,,8,[],https://twitter.com/BarackObama/status/789591446
Barack Obama,@BarackObama,2008-04-14T15:12:12.000Z,"Barack Obama
@BarackObama
·
Apr 14, 2008","In PA at the Alliance for American Manufacturing, stating that any trade agreement must contain real, enforceable standards for workers.
1
4",,,1,4,[],https://twitter.com/BarackObama/status/788909511
Barack Obama,@BarackObama,2008-04-22T02:25:33.000Z,"Barack Obama
@BarackObama
·
Apr 21, 2008","Going to be on The Daily Show with Jon Stewart tonight. 11:00pm ET on Comedy Central.  Hope you watch & reply with your thoughts after.
1
6
21",,1,6,21,[],https://twitter.com/BarackObama/status/794005353
Barack Obama,@BarackObama,2008-04-22T15:15:08.000Z,"Barack Obama
@BarackObama
·
Apr 22, 2008","Traveling through PA today & asking folks to vote for change! If you are in PA & need polling location info visit http://pa.barackobama.com.
1
1
17",,1,1,17,[],https://twitter.com/BarackObama/status/794366260
